Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	IMPACT	DISTANCE	STRAND	FLAGS	SYMBOL	SYMBOL_SOURCE	HGNC_ID	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	NearestGene	Condel	cytoband	KEGG	Gene_Description	Gene	GO
rs6265	11:27679916	T	ENSG00000176697	ENST00000418212	Transcript	missense_variant	649	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000245573	ENST00000501176	Transcript	non_coding_transcript_exon_variant,non_coding_transcript_variant	503	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs6265	11:27679916	T	ENSG00000176697	ENST00000525950	Transcript	missense_variant	353	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000395986	Transcript	missense_variant	503	241	81	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.776)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000245573	ENST00000499568	Transcript	non_coding_transcript_exon_variant,non_coding_transcript_variant	434	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs6265	11:27679916	T	ENSG00000245573	ENST00000530686	Transcript	non_coding_transcript_exon_variant,non_coding_transcript_variant	420	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs6265	11:27679916	T	ENSG00000176697	ENST00000356660	Transcript	missense_variant	542	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000395980	Transcript	missense_variant	554	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000395978	Transcript	missense_variant	512	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000533131	Transcript	missense_variant	402	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000533246	Transcript	missense_variant	524	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000530786	Transcript	3_prime_UTR_variant,NMD_transcript_variant	700	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000245573	ENST00000530313	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs6265	11:27679916	T	ENSG00000176697	ENST00000395981	Transcript	missense_variant	595	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000314915	Transcript	missense_variant	864	220	74	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.796)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000439476	Transcript	missense_variant	1056	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000176697	ENST00000532997	Transcript	missense_variant	454	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs6265	11:27679916	T	ENSG00000245573	ENST00000532965	Transcript	downstream_gene_variant	-	-	-	-	-	-	MODIFIER	36	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs6265	11:27679916	T	ENSG00000176697	ENST00000530861	Transcript	missense_variant	442	196	66	V/M	Gtg/Atg	-	MODERATE	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	deleterious(0.746)	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
